dataset_id,column_name,schema_type,column_name_ko,schema_example,total_rows,nonblank_count,coverage_ratio,blank_count,whitespace_only_count,sentinel_null_count,numeric_parseable_count,zero_count,negative_count,unique_count,numeric_min,numeric_max,date_like_min,date_like_max,sample_values,top_values
PREF01N001,nru_mkt_inav,numeric,장중 iNAV,0.00,1734,0,0.0,1734,0,0,0,0,0,0,,,,,[],[]
PREF01N001,pd_abrv_nm,text,상품약어명,TIGER 엔비디아미국채커버드콜밸런스(합성),1734,1734,1.0,0,0,0,0,0,0,1727,,,,,"[""TIGER 미국채10년선물"", ""키움 바이오TOP10 ETN"", ""TIGER 차이나항셍테크""]","[[""TIGER 미국채10년선물"", 1], [""키움 바이오TOP10 ETN"", 1], [""TIGER 차이나항셍테크"", 1], [""HANARO 미국S&P500"", 1], [""KODEX Top5PlusTR"", 1], [""KB 레버리지 밀 선물 ETN"", 1], [""ACE 미국빅테크TOP7 Plus레버리지(합성)"", 1], [""RISE V&S셀렉트밸류채권혼합"", 1], [""한투 인버스2X엔달러 선물 ETN(H)"", 1], [""KODEX 모멘텀Plus"", 1]]"
PREF01N001,pd_circ_net_tamt,numeric,유통순자산총액,61869000000.00,1734,1551,0.894464,183,0,0,1551,893,0,658,0.00,19029494000000.00,,,"[""239312500000.00"", ""0.00"", ""715653000000.00""]","[[""0.00"", 893], [""9240000000.00"", 2], [""239312500000.00"", 1], [""715653000000.00"", 1], [""16760000000.00"", 1], [""36410000000.00"", 1], [""161396000000.00"", 1], [""171864000000.00"", 1], [""104307500000.00"", 1], [""103823200000.00"", 1]]"
PREF01N001,pd_circ_stk_cnt,numeric,유통주식수,6150000.00,1734,1551,0.894464,183,0,0,1551,411,0,622,0.00,1128710000.00,,,"[""17500000.00"", ""0.00"", ""91050000.00""]","[[""0.00"", 411], [""500000.00"", 32], [""600000.00"", 24], [""700000.00"", 21], [""900000.00"", 19], [""800000.00"", 16], [""1000000.00"", 14], [""400000.00"", 12], [""850000.00"", 12], [""1400000.00"", 12]]"
PREF01N001,pd_curr_cd,text,상품통화코드,CURR_CD_KRW,1734,1733,0.999423,1,0,0,0,0,0,2,,,,,"[""CURR_CD_KRW"", ""CURR_CD_000""]","[[""CURR_CD_KRW"", 1732], [""CURR_CD_000"", 1]]"
PREF01N001,pd_curr_nm,text,상품통화명,한국원화,1734,1733,0.999423,1,0,0,0,0,0,2,,,,,"[""한국원화"", ""해당없음""]","[[""한국원화"", 1732], [""해당없음"", 1]]"
PREF01N001,pd_divd_amt_pshr,numeric,주당 배당금,0.00,1734,1551,0.894464,183,0,0,1551,1551,0,1,0.00,0.00,,,"[""0.00""]","[[""0.00"", 1551]]"
PREF01N001,pd_dvid_cycl,text,당주기,,1734,0,0.0,1734,1551,0,0,0,0,0,,,,,[],[]
PREF01N001,pd_dvid_yield,numeric,배당수익률,0.00,1734,1551,0.894464,183,0,0,1551,1551,0,1,0.00,0.00,,,"[""0.00""]","[[""0.00"", 1551]]"
PREF01N001,pd_exg_mkt_cd,text,거래소코드,EXG_MKT_NO_001,1734,1733,0.999423,1,0,0,0,0,0,1,,,,,"[""EXG_MKT_NO_001""]","[[""EXG_MKT_NO_001"", 1733]]"
PREF01N001,pd_exg_mkt_nm,text,거래소명,유가증권,1734,1733,0.999423,1,0,0,0,0,0,1,,,,,"[""유가증권                        "", ""유가증권                        "", ""유가증권                        ""]","[[""유가증권"", 1733]]"
PREF01N001,pd_grp_no,text,상품군종류,ETF,1734,1734,1.0,0,0,0,0,0,0,2,,,,,"[""ETF"", ""ETN""]","[[""ETF"", 1202], [""ETN"", 532]]"
PREF01N001,pd_itm_no,text,상품번호,KR70000D0009,1734,1734,1.0,0,0,0,0,0,0,1734,,,,,"[""KR7305080004"", ""KRG760000148"", ""KR7371160003""]","[[""KR7305080004"", 1], [""KRG760000148"", 1], [""KR7371160003"", 1], [""KR7432840007"", 1], [""KR7315930008"", 1], [""KRG580000518"", 1], [""KR7465610004"", 1], [""KR7241390004"", 1], [""KRG570000999"", 1], [""KR7244620001"", 1]]"
PREF01N001,pd_itm_no_ma,text,상품번호_미래에셋,A0000D0,1734,1734,1.0,0,0,0,0,0,0,1734,,,,,"[""A305080"", ""Q760014"", ""A371160""]","[[""A305080"", 1], [""Q760014"", 1], [""A371160"", 1], [""A432840"", 1], [""A315930"", 1], [""Q580051"", 1], [""A465610"", 1], [""A241390"", 1], [""Q570099"", 1], [""A244620"", 1]]"
PREF01N001,pd_lst_price,numeric,상품액면가,0.00,1734,1734,1.0,0,0,0,1734,1734,0,1,0.00,0.00,,,"[""0.00""]","[[""0.00"", 1734]]"
PREF01N001,pd_lst_stk_cnt,numeric,상품상장주식수,6200000.00,1734,1734,1.0,0,0,0,1734,1,0,678,0.00,11410900000.00,,,"[""17500000.00"", ""700000.00"", ""90400000.00""]","[[""1000000.00"", 254], [""2000000.00"", 99], [""500000.00"", 70], [""700000.00"", 29], [""3000000.00"", 26], [""600000.00"", 26], [""5000000.00"", 25], [""200000.00"", 21], [""900000.00"", 20], [""1500000.00"", 19]]"
PREF01N001,pd_lste_dt,text,상품거래종료일자,99991231,1734,1733,0.999423,1,0,0,1733,0,0,80,20250116,99991231,20250116,99991231,"[""99991231"", ""20250529"", ""20250424""]","[[""99991231"", 1521], [""20250508"", 16], [""20260521"", 8], [""20251002"", 6], [""20250529"", 5], [""20250424"", 5], [""20260326"", 5], [""20250225"", 5], [""20250116"", 5], [""20251218"", 5]]"
PREF01N001,pd_lstg_dt,text,상품거래가능일자,20241217,1734,1733,0.999423,1,0,0,1733,0,0,601,10001231,20260616,20021014,20260616,"[""20180830"", ""20241108"", ""20201216""]","[[""20221017"", 22], [""20260527"", 18], [""20220427"", 17], [""20241104"", 13], [""20250916"", 12], [""20211109"", 11], [""20211108"", 11], [""20250417"", 11], [""20240910"", 11], [""20220630"", 10]]"
PREF01N001,pd_mkt_id,text,상품거래시장코드,STK,1734,1733,0.999423,1,0,0,0,0,0,1,,,,,"[""STK""]","[[""STK"", 1733]]"
PREF01N001,pd_mkt_nm,text,상품거래시장,유가증권,1734,1733,0.999423,1,0,0,0,0,0,1,,,,,"[""유가증권                                                                        "", ""유가증권                                                                        "", ""유가증권                                                                        ""]","[[""유가증권"", 1733]]"
PREF01N001,pd_nav_pshr,numeric,주당 순자산가치,0.00,1734,1551,0.894464,183,0,0,1551,0,0,1537,14.55,1074635.23,,,"[""13670.67"", ""8145.34"", ""7777.31""]","[[""13380.73"", 2], [""1506.50"", 2], [""42266.46"", 2], [""13670.67"", 1], [""8145.34"", 1], [""7777.31"", 1], [""20931.20"", 1], [""96438.36"", 1], [""7114.34"", 1], [""44958.08"", 1]]"
PREF01N001,pd_net_ast_pshr,numeric,주당 순자산,0.00,1734,1551,0.894464,183,0,0,1551,1551,0,1,0.00,0.00,,,"[""0.00""]","[[""0.00"", 1551]]"
PREF01N001,pd_net_prft_pshr,numeric,주당 순이익,0.00,1734,1551,0.894464,183,0,0,1551,1551,0,1,0.00,0.00,,,"[""0.00""]","[[""0.00"", 1551]]"
PREF01N001,pd_net_rt_ast_pshr,numeric,주당 순자산비율,0.00,1734,1551,0.894464,183,0,0,1551,1551,0,1,0.00,0.00,,,"[""0.00""]","[[""0.00"", 1551]]"
PREF01N001,pd_net_tamt,numeric,순자산총액,61716390155.00,1734,1551,0.894464,183,0,0,1551,0,0,1548,89211572.00,28359162282520.00,,,"[""239236722747.00"", ""5578538000.00"", ""701512924330.00""]","[[""26691220000.00"", 2], [""50423940000.00"", 2], [""239236722747.00"", 1], [""5578538000.00"", 1], [""701512924330.00"", 1], [""16744962286.00"", 1], [""1870904233621.00"", 1], [""11039325000.00"", 1], [""143865855417.00"", 1], [""36630119997.00"", 1]]"
PREF01N001,pd_nm,text,상품명,미래에셋 TIGER NVDA-UST커버드콜증권상장지수투자신탁(채권혼합-파생재간접형)(합성),1734,1734,1.0,0,0,0,0,0,0,1734,,,,,"[""미래에셋 TIGER 미국채10년선물증권상장지수투자신탁(채권-파생형)"", ""키움증권 키움 바이오TOP10 상장지수증권 제14호"", ""미래에셋 TIGER 차이나항셍테크증권상장지수투자신탁(주식)""]","[[""미래에셋 TIGER 미국채10년선물증권상장지수투자신탁(채권-파생형)"", 1], [""키움증권 키움 바이오TOP10 상장지수증권 제14호"", 1], [""미래에셋 TIGER 차이나항셍테크증권상장지수투자신탁(주식)"", 1], [""NH-Amundi HANARO 미국S&P500증권상장지수투자신탁(주식)"", 1], [""삼성 KODEX Top5Plus Total Return증권상장지수투자신탁[주식형]"", 1], [""KB증권 KB 레버리지 밀 선물 상장지수증권 제51호"", 1], [""한국투자 ACE 미국빅테크TOP7 Plus레버리지증권상장지수투자신탁(주식-파생형)(합성)"", 1], [""KB RISE V&S셀렉트밸류채권혼합증권상장지수투자신탁(채권혼합)"", 1], [""한국투자증권 한투 인버스2X엔달러선물 상장지수증권(H) 제99호"", 1], [""삼성 KODEX 모멘텀PLUS증권상장지수투자신탁[주식]"", 1]]"
PREF01N001,pd_pen_risk_nm,text,연금거래위험구분,안전자산,1734,1734,1.0,0,0,0,0,0,0,3,,,,,"[""N"", ""위험자산"", ""안전자산""]","[[""위험자산"", 788], [""N"", 732], [""안전자산"", 214]]"
PREF01N001,pd_pen_tr_yn,text,연금거래가능여부,Y,1734,1734,1.0,0,0,0,0,0,0,2,,,,,"[""N"", ""Y""]","[[""Y"", 1002], [""N"", 732]]"
PREF01N001,pd_risk_cd,text,상품등급코드,PD_RISK_GCD_13,1734,1734,1.0,0,0,0,0,0,0,6,,,,,"[""PD_RISK_GCD_14"", ""PD_RISK_GCD_11"", ""PD_RISK_GCD_12""]","[[""PD_RISK_GCD_11"", 761], [""PD_RISK_GCD_12"", 667], [""PD_RISK_GCD_15"", 115], [""PD_RISK_GCD_14"", 86], [""PD_RISK_GCD_13"", 84], [""PD_RISK_GCD_16"", 21]]"
PREF01N001,pd_risk_nm,text,상품등급명,다소높은위험(3등급),1734,1734,1.0,0,0,0,0,0,0,6,,,,,"[""보통위험(4등급)"", ""매우높은위험(1등급)"", ""높은위험(2등급)""]","[[""매우높은위험(1등급)"", 761], [""높은위험(2등급)"", 667], [""낮은위험(5등급)"", 115], [""보통위험(4등급)"", 86], [""다소높은위험(3등급)"", 84], [""매우낮은위험(6등급)"", 21]]"
PREF01N001,pd_sale_yn,text,상품판매여부,1,1734,1734,1.0,0,0,0,1734,214,0,2,0,1,,,"[""1"", ""0""]","[[""1"", 1520], [""0"", 214]]"
PREF01N001,pd_sect_cd,text,ETF 섹터코드,2,1734,1551,0.894464,183,0,0,1551,0,0,5,2,9,,,"[""2"", ""3"", ""9""]","[[""2"", 1126], [""3"", 406], [""8"", 16], [""9"", 2], [""4"", 1]]"
PREF01N001,pd_sect_nm,text,ETF 섹터명,,1734,0,0.0,1734,0,0,0,0,0,0,,,,,[],[]
PREF01N001,pd_spac_yn,text,SPAC 여부,N,1734,1551,0.894464,183,0,0,0,0,0,1,,,,,"[""N""]","[[""N"", 1551]]"
PREF01N001,pd_stk_cnt,numeric,상장주식수,6150000.00,1734,1551,0.894464,183,0,0,1551,0,0,646,48000.00,11287100000.00,,,"[""17500000.00"", ""700000.00"", ""90750000.00""]","[[""1000000.00"", 195], [""2000000.00"", 74], [""500000.00"", 69], [""700000.00"", 29], [""600000.00"", 25], [""3000000.00"", 21], [""5000000.00"", 21], [""800000.00"", 18], [""900000.00"", 18], [""4000000.00"", 17]]"
PREF01N001,pd_tr_yn,text,상품거래정지혀부,0,1734,1733,0.999423,1,0,0,1733,1661,0,2,0,1,,,"[""0"", ""1""]","[[""0"", 1661], [""1"", 72]]"
PREF01N001,ru_mkt_price,numeric,현재가,0.00,1734,0,0.0,1734,0,0,0,0,0,0,,,,,[],[]
PREF01N001,ru_mkt_volume,numeric,거래량,0.00,1734,0,0.0,1734,0,0,0,0,0,0,,,,,[],[]
PREF01N001,wu_core_yn,text,핵심ETF여부,,1734,1734,1.0,0,0,0,0,0,0,2,,,,,"[""N"", ""Y""]","[[""N"", 1646], [""Y"", 88]]"
PREF01N001,wu_inv_ast_type,text,투자자산군,,1734,1734,1.0,0,0,0,0,0,0,8,,,,,"[""채권"", ""주식"", ""원자재""]","[[""주식"", 1069], [""채권"", 261], [""원자재"", 207], [""혼합자산"", 78], [""단기자금"", 42], [""통화"", 41], [""부동산"", 18], [""기타"", 18]]"
PREF01N001,wu_inv_rgn,text,투자지역,,1734,1734,1.0,0,0,0,0,0,0,11,,,,,"[""미국"", ""국내"", ""중국""]","[[""국내"", 1036], [""미국"", 453], [""글로벌"", 76], [""중국"", 63], [""아시아"", 33], [""일본"", 25], [""인도"", 19], [""남미/북미"", 12], [""유럽"", 7], [""베트남"", 5]]"
PREF01N001,wu_upt_dt,text,주간갱신일자,,1734,1729,0.997116,5,0,0,1729,0,0,1,20260615,20260615,20260615,20260615,"[""20260615""]","[[""20260615"", 1729]]"
PREF02N001,cu_base_index,text,,,5646,5638,0.998583,8,0,0,0,0,0,1733,,,,,"[""WisdomTree US SmallCap TR USD"", ""Change Finance Dvrsd Impct US LgCap FosFlFr CR USD"", ""JP Morgan US Quality Factor TR USD""]","[[""Index is not provided by Management Company"", 1984], [""Index is not available on Lipper Database"", 721], [""S&P 500 TR"", 335], [""Bloomberg U.S. Aggregate Bond TR"", 89], [""S&P 500 CR"", 51], [""Russell 1000 Growth TR"", 35], [""Russell 1000 Value TR"", 34], [""MSCI EAFE NR USD"", 28], [""Russell 3000 TR"", 27], [""MSCI EM (Emerging Markets) NR USD"", 25]]"
PREF02N001,cu_charge_rt,numeric,,,5646,5646,1.0,0,0,0,5646,363,0,127,0.000000,2.500000,,,"[""0.380000"", ""0.490000"", ""0.120000""]","[[""0.000000"", 363], [""0.750000"", 327], [""0.500000"", 288], [""0.350000"", 218], [""0.790000"", 196], [""0.850000"", 190], [""0.990000"", 168], [""0.250000"", 141], [""0.150000"", 140], [""0.450000"", 132]]"
PREF02N001,cu_etn_yn,text,,,5646,59,0.01045,5587,0,0,0,0,0,1,,,,,"[""Y""]","[[""Y"", 59]]"
PREF02N001,cu_fund_mgmt_co,text,,,5646,5638,0.998583,8,0,0,0,0,0,372,,,,,"[""WisdomTree Asset Management Inc"", ""Empowered Funds LLC"", ""JP Morgan Investment Management Inc""]","[[""BlackRock Fund Advisors"", 497], [""First Trust Advisors LP"", 316], [""Tidal Investments LLC"", 298], [""Invesco Capital Management LLC"", 260], [""Innovator Capital Management LLC"", 185], [""SSGA Funds Management Inc"", 175], [""ProShare Advisors LLC"", 167], [""Rafferty Asset Management LLC"", 138], [""Global X Management Co LLC"", 121], [""Empowered Funds LLC"", 115]]"
PREF02N001,cu_index_repl_mthd,text,,,5646,2360,0.417995,3286,0,0,0,0,0,4,,,,,"[""Optimized"", ""Swap"", ""Full""]","[[""Optimized"", 1802], [""Swap"", 289], [""Full"", 263], [""Other"", 6]]"
PREF02N001,cu_index_tracking_yn,text,,,5646,2360,0.417995,3286,0,0,0,0,0,1,,,,,"[""Y""]","[[""Y"", 2360]]"
PREF02N001,cu_inverse_short_yn,text,,,5646,171,0.030287,5475,0,0,0,0,0,1,,,,,"[""Y""]","[[""Y"", 171]]"
PREF02N001,cu_lev_fector,numeric,,,5646,0,0.0,5646,0,0,0,0,0,0,,,,,[],[]
PREF02N001,cu_strtegy,text,,,5646,5638,0.998583,8,0,0,0,0,0,5566,,,,,"[""The Fund seeks to track the price and yield performance, before fees and expenses, of the WisdomTree U.S. SmallCap Earnings Index. The Index is a fundamentally weighted index that is comprised of earnings-generating companies within the small-capitalization segment of the U.S. stock market."", ""The Fund seeks to track the performance, before fees and expenses, of the Change Finance Diversified Impact U.S. Large Cap Fossil Fuel Free Index which measures the performance of an equal-weighted portfolio of approximately 100 large-, mid-capitalization equity securities of U.S.-listed companies."", ""The Fund seeks investment results that correspond to the performance of the JP Morgan US Quality Factor Index. The Index is comprised of U.S. equity securities selected to represent quality factor characteristics. Holdings in the Index are selected primarily from the constituents of the Russell 1000 Index.""]","[[""The Fund seeks to provide investors with returns that match the price return of the SPDR S&P 500 ETF up to a predetermined upside cap while seeking to provide the maximum available buffer against Underlying ETF losses over an approximate period of one year. The Fund will invest its assets in FLEX Options."", 3], [""The Fund seeks long-term capital appreciation. The Fund invests in securities or other instruments that provide exposure to securities of large capitalization US issuers or that provide for the cap on gains or the buffer or deep downside protection against the losses of securities of large capitalization US issuers."", 2], [""The Fund seeks a long-term capital appreciation by investing in a portfolio of equity securities of U.S. companies, identified by the Adviser as creating value for stakeholders using the Advisers value-based screening criteria. The Fund seeks to invest at least 80% of its net assets in equity company in US."", 2], [""The Fund seeks to track the price and yield performance, before fees and expenses, of the WisdomTree U.S. SmallCap Earnings Index. The Index is a fundamentally weighted index that is comprised of earnings-generating companies within the small-capitalization segment of the U.S. stock market."", 1], [""The Fund seeks to track the performance, before fees and expenses, of the Change Finance Diversified Impact U.S. Large Cap Fossil Fuel Free Index which measures the performance of an equal-weighted portfolio of approximately 100 large-, mid-capitalization equity securities of U.S.-listed companies."", 1], [""The Fund seeks investment results that correspond to the performance of the JP Morgan US Quality Factor Index. The Index is comprised of U.S. equity securities selected to represent quality factor characteristics. Holdings in the Index are selected primarily from the constituents of the Russell 1000 Index."", 1], [""The Fund seeks investment results, before fees and expenses, that track the performance of the S&P 500 Dividend Aristocrats Index. The Index targets companies that are currently members of the S&P 500, have increased dividend payments each year for at least 25 years, and meet required market capitalization and liquidity."", 1], [""The Fund seeks to provide investment results that correspond to the performance of the Bloomberg Municipal 117 Year ex AMT Index. The Fund seeks to achieve its investment objective by investing at least 80% of its assets in securities included in its underlying rules-based index and in municipal securities."", 1], [""The Fund seeks to outperform a traditional 60/40 mix of global equity and fixed-income investments. The Fund is actively-managed and will primarily invest in other registered investment companies, including other actively-managed ETFs and index-based ETFs, which provide exposure to a broad range of asset classes."", 1], [""The Fund seeks to provide approximately twice (2x) the positive share price return of Tesla, Inc. (TSLA) up to an approximate upside limit, while seeking to approximately track the negative share price return of the Underlying Stock, over each full calendar month. The Fund will be offered indefinitely."", 1]]"
PREF02N001,cu_upt_dt,text,,,5646,5646,1.0,0,0,0,5646,0,0,1,20260614,20260614,20260614,20260614,"[""20260614""]","[[""20260614"", 5646]]"
PREF02N001,du_base_dt_match_yn,text,,,5646,5636,0.998229,10,0,0,0,0,0,1,,,,,"[""N""]","[[""N"", 5636]]"
PREF02N001,du_bpr,numeric,,,5646,5636,0.998229,10,0,0,5636,0,0,5181,0.30890000,118350.00000000,,,"[""66.39000000"", ""33.00060000"", ""71.00000000""]","[[""25.07000000"", 6], [""25.03000000"", 5], [""24.17000000"", 4], [""29.88000000"", 3], [""45.63000000"", 3], [""24.99500000"", 2], [""41.98000000"", 2], [""31.13000000"", 2], [""18.96000000"", 2], [""28.92000000"", 2]]"
PREF02N001,du_clpr,numeric,,,5646,5636,0.998229,10,0,0,5636,0,0,5105,0.28420000,120950.00000000,,,"[""65.88540000"", ""33.47900000"", ""72.05000000""]","[[""25.05000000"", 6], [""50.84000000"", 4], [""24.99000000"", 3], [""28.70000000"", 3], [""59.55000000"", 3], [""32.99000000"", 3], [""30.85000000"", 3], [""50.56000000"", 3], [""35.31000000"", 2], [""21.50000000"", 2]]"
PREF02N001,du_clpr_base_dt,text,,,5646,5636,0.998229,10,0,0,5636,0,0,86,20250728,20260616,20250728,20260616,"[""20260616"", ""20260603"", ""20260507""]","[[""20260616"", 5375], [""20260609"", 14], [""20260410"", 12], [""20250915"", 8], [""20250916"", 8], [""20250912"", 8], [""20260316"", 8], [""20260126"", 8], [""20250917"", 8], [""20250818"", 8]]"
PREF02N001,du_clpr_src,text,,,5646,5636,0.998229,10,0,0,0,0,0,1,,,,,"[""pd65n101.tday_clpr""]","[[""pd65n101.tday_clpr"", 5636]]"
PREF02N001,du_diff_rt,numeric,,,5646,3,0.000531,5643,0,0,3,0,0,3,3.297200,37585.000000,,,"[""3.297200"", ""8.117500"", ""37585.000000""]","[[""3.297200"", 1], [""8.117500"", 1], [""37585.000000"", 1]]"
PREF02N001,du_er_1d,numeric,,,5646,5388,0.954304,258,0,0,5388,5388,0,1,0.000000,0.000000,,,"[""0.000000""]","[[""0.000000"", 5388]]"
PREF02N001,du_hpr,numeric,,,5646,5636,0.998229,10,0,0,5636,0,0,4621,0.39010000,120350.00000000,,,"[""67.00000000"", ""33.62000000"", ""72.26890000""]","[[""25.18000000"", 8], [""25.16000000"", 7], [""25.08000000"", 5], [""24.79000000"", 4], [""20.70000000"", 4], [""25.64000000"", 4], [""49.82000000"", 3], [""50.91000000"", 3], [""25.15000000"", 3], [""31.39000000"", 3]]"
PREF02N001,du_last_aum,numeric,,,5646,5459,0.966879,187,0,0,5459,8,0,4743,0.00,995484630000.00,,,"[""707510000.00"", ""193510000.00"", ""8014860000.00""]","[[""1230000.00"", 4], [""3930000.00"", 3], [""500000.00"", 3], [""20730000.00"", 3], [""9320000.00"", 3], [""530000.00"", 3], [""410000.00"", 3], [""670000.00"", 3], [""240000.00"", 3], [""11030000.00"", 3]]"
PREF02N001,du_last_nav,numeric,,,5646,682,0.120793,4964,0,0,682,0,0,527,0.200000,64032.000000,,,"[""49.700000"", ""28.150000"", ""24.600000""]","[[""25.000000"", 20], [""26.000000"", 9], [""24.000000"", 7], [""27.000000"", 7], [""49.000000"", 7], [""24.600000"", 5], [""22.000000"", 5], [""19.800000"", 5], [""25.500000"", 4], [""23.500000"", 4]]"
PREF02N001,du_lpr,numeric,,,5646,5636,0.998229,10,0,0,5636,0,0,4735,0.28420000,119600.00000000,,,"[""65.88540000"", ""33.47900000"", ""71.85000000""]","[[""24.99000000"", 6], [""25.04000000"", 6], [""29.00000000"", 5], [""24.97000000"", 4], [""37.94000000"", 3], [""35.30000000"", 3], [""38.50000000"", 3], [""26.32000000"", 3], [""25.45000000"", 3], [""27.00000000"", 3]]"
PREF02N001,du_nav_base_dt,timestamp without time zone,,,5646,5646,1.0,0,0,0,0,0,0,1,,,20260614,20260614,"[""2026-06-14 00:00:00""]","[[""2026-06-14 00:00:00"", 5646]]"
PREF02N001,du_opr,numeric,,,5646,5636,0.998229,10,0,0,5636,0,0,4231,0.37470000,119650.00000000,,,"[""67.00000000"", ""33.52000000"", ""71.86000000""]","[[""25.08000000"", 9], [""25.47000000"", 7], [""29.00000000"", 7], [""30.00000000"", 6], [""25.15000000"", 5], [""24.99000000"", 5], [""25.64000000"", 5], [""27.77000000"", 5], [""18.90000000"", 4], [""26.32000000"", 4]]"
PREF02N001,du_upt_dt,text,,,5646,5646,1.0,0,0,0,5646,0,0,88,20250729,20260616,20250729,20260616,"[""20260616"", ""20260604"", ""20260508""]","[[""20260616"", 4959], [""20260613"", 412], [""20260610"", 14], [""20260411"", 12], [""20260614"", 10], [""20250916"", 8], [""20250917"", 8], [""20250913"", 8], [""20260615"", 8], [""20260317"", 8]]"
PREF02N001,du_val_1d,numeric,,,5646,5636,0.998229,10,0,0,5636,187,0,5352,0E-8,34411870125.00000000,,,"[""361097.00000000"", ""188796.00000000"", ""33213578.00000000""]","[[""0E-8"", 187], [""1169710.00000000"", 2], [""46485.00000000"", 2], [""1540507.00000000"", 2], [""361097.00000000"", 1], [""188796.00000000"", 1], [""33213578.00000000"", 1], [""51643498.00000000"", 1], [""1003729.00000000"", 1], [""71361.00000000"", 1]]"
PREF02N001,du_vol_1d,numeric,,,5646,5636,0.998229,10,0,0,5636,187,0,4852,0E-8,457196285.00000000,,,"[""5445.00000000"", ""5626.00000000"", ""460569.00000000""]","[[""0E-8"", 187], [""10.00000000"", 6], [""200.00000000"", 4], [""366.00000000"", 3], [""369.00000000"", 3], [""567.00000000"", 3], [""305.00000000"", 3], [""739.00000000"", 3], [""3276.00000000"", 2], [""584.00000000"", 2]]"
PREF02N001,pd_abrv_nm,text,,,5646,5646,1.0,0,0,0,0,0,0,5641,,,,,"[""EES"", ""CHGX"", ""JQUA""]","[[""EES"", 1], [""CHGX"", 1], [""JQUA"", 1], [""NOBL"", 1], [""GMUN"", 1], [""OCIO"", 1], [""TSLO"", 1], [""TEQI"", 1], [""HFSI"", 1], [""FSYD"", 1]]"
PREF02N001,pd_curr_cd,text,,,5646,5638,0.998583,8,0,0,0,0,0,2,,,,,"[""USD"", ""INR""]","[[""USD"", 5637], [""INR"", 1]]"
PREF02N001,pd_exg_mkt_cd,text,,,5646,5646,1.0,0,0,0,31,0,0,5,101,102,,,"[""AMX"", ""NAS"", ""NYS""]","[[""AMX"", 4241], [""NAS"", 1296], [""NYS"", 78], [""102"", 22], [""101"", 9]]"
PREF02N001,pd_grp_no,text,,,5646,5646,1.0,0,0,0,0,0,0,2,,,,,"[""ETF"", ""ETN""]","[[""ETF"", 5587], [""ETN"", 59]]"
PREF02N001,pd_isin_cd,text,,,5646,5637,0.998406,9,0,0,0,0,0,5587,,,,,"[""US97717W5629"", ""US02072L1513"", ""US46641Q7613""]","[[""US86280R7879"", 2], [""US97717W5629"", 1], [""US02072L1513"", 1], [""US46641Q7613"", 1], [""US74348A4673"", 1], [""US38149W6637"", 1], [""US26922A7274"", 1], [""US88340C6021"", 1], [""US87283Q2066"", 1], [""US41653L8752"", 1]]"
PREF02N001,pd_itm_no,text,,,5646,5646,1.0,0,0,0,0,0,0,5646,,,,,"[""EES"", ""CHGX.O"", ""JQUA.K""]","[[""EES"", 1], [""CHGX.O"", 1], [""JQUA.K"", 1], [""NOBL.K"", 1], [""GMUN.K"", 1], [""OCIO.K"", 1], [""TSLO.K"", 1], [""TEQI.K"", 1], [""HFSI.K"", 1], [""FSYD.K"", 1]]"
PREF02N001,pd_itm_no_ma,text,,,5646,5646,1.0,0,0,0,0,0,0,5646,,,,,"[""EES"", ""CHGX.O"", ""JQUA.K""]","[[""EES"", 1], [""CHGX.O"", 1], [""JQUA.K"", 1], [""NOBL.K"", 1], [""GMUN.K"", 1], [""OCIO.K"", 1], [""TSLO.K"", 1], [""TEQI.K"", 1], [""HFSI.K"", 1], [""FSYD.K"", 1]]"
PREF02N001,pd_lipper_id,text,,,5646,5638,0.998583,8,0,0,5638,0,0,5588,40001121,68578221,,,"[""40113961"", ""40222154"", ""40222489""]","[[""40302865"", 2], [""40113961"", 1], [""40222154"", 1], [""40222489"", 1], [""40205188"", 1], [""40236195"", 1], [""40220924"", 1], [""40304391"", 1], [""40230409"", 1], [""40232912"", 1]]"
PREF02N001,pd_lstg_dt,text,,,5646,5646,1.0,0,0,0,5646,8,0,1956,0,20260611,19761229,20260611,"[""20070223"", ""20171009"", ""20171108""]","[[""20260602"", 45], [""20260331"", 26], [""20070130"", 22], [""20240923"", 19], [""20260601"", 17], [""20251022"", 17], [""20250930"", 17], [""20250624"", 17], [""20060619"", 16], [""20251229"", 16]]"
PREF02N001,pd_lst_price,numeric,,,5646,5636,0.998229,10,0,0,5636,5635,0,2,0E-8,0.01000000,,,"[""0E-8"", ""0.01000000""]","[[""0E-8"", 5635], [""0.01000000"", 1]]"
PREF02N001,pd_lst_stk_cnt,numeric,,,5646,5646,1.0,0,0,0,5646,86,0,3105,0.00,3221742601.00,,,"[""10650000.00"", ""5863240.00"", ""112900000.00""]","[[""0.00"", 86], [""200000.00"", 43], [""50000.00"", 42], [""150000.00"", 39], [""100000.00"", 35], [""250000.00"", 32], [""500000.00"", 31], [""60000.00"", 30], [""10000.00"", 26], [""80000.00"", 23]]"
PREF02N001,pd_mkt_id,text,,,5646,5646,1.0,0,0,0,0,0,0,1,,,,,"[""US""]","[[""US"", 5646]]"
